Mean	Error
15.8808	0
15.2568	0.44126
14.5589	0.641256
13.9505	0.713382
13.4475	0.726721
13.0713	0.696196
12.7457	0.668547
12.4497	0.647191
12.1759	0.630576
11.9131	0.619835
11.6506	0.616584
11.3978	0.614847
11.1642	0.61033
10.9492	0.603396
10.7487	0.595569
10.5601	0.587439
10.3812	0.579473
10.2127	0.571254
10.0539	0.562836
9.90253	0.554677
9.75724	0.546962
9.61713	0.539747
9.48151	0.533046
9.35056	0.526675
9.22459	0.520455
9.10497	0.514
8.99091	0.507462
8.88202	0.500884
8.778	0.494294
8.67892	0.487648
8.58441	0.480989
8.4941	0.47436
8.40781	0.467768
8.32515	0.461255
8.24559	0.454886
8.16845	0.448744
8.09347	0.442836
8.02066	0.437126
7.95065	0.431489
7.88348	0.425897
7.8189	0.420377
7.75685	0.414922
7.69707	0.409556
7.63931	0.404302
7.58337	0.399168
7.52916	0.394154
7.47678	0.389233
7.42623	0.384393
7.37748	0.379627
7.33049	0.374931
7.28524	0.3703
7.2417	0.365729
7.19976	0.361226
7.15921	0.356805
7.11976	0.352491
7.08133	0.348285
7.04392	0.344178
7.00764	0.340152
6.97255	0.336191
6.93861	0.332297
6.90577	0.328468
6.87399	0.324704
6.84322	0.321004
6.81341	0.31737
6.78452	0.313799
6.75651	0.310293
6.72933	0.30685
6.70295	0.303469
6.67733	0.30015
6.65245	0.296892
6.62827	0.293693
6.60476	0.290554
6.58189	0.287472
6.55964	0.284447
6.53799	0.281477
6.5169	0.278562
6.49636	0.275701
6.47635	0.272891
6.45685	0.270133
6.43783	0.267425
6.41928	0.264766
6.40119	0.262155
6.38353	0.25959
6.36629	0.257072
6.34946	0.254598
6.33302	0.252168
6.31695	0.24978
6.30125	0.247435
6.28591	0.24513
6.2709	0.242865
6.25623	0.240639
6.24187	0.238451
6.22783	0.236301
6.21408	0.234187
6.20062	0.232108
6.18744	0.230064
6.17453	0.228054
6.16189	0.226077
6.1495	0.224132
6.13736	0.22222
