Mean	Error
15.8759	0
15.1788	0.492911
14.6232	0.560154
14.1517	0.585842
13.7368	0.597802
13.3167	0.628702
12.9037	0.660778
12.5278	0.676676
12.1878	0.681593
11.8799	0.679401
11.6078	0.669947
11.3612	0.657913
11.1344	0.645226
10.9236	0.632645
10.7248	0.620908
10.5379	0.609568
10.3623	0.598494
10.1965	0.587759
10.0378	0.577852
9.88172	0.569641
9.72896	0.562624
9.58226	0.555847
9.44414	0.548573
9.31396	0.540941
9.19072	0.533157
9.07346	0.525389
8.96102	0.517822
8.8525	0.510571
8.74822	0.503502
8.64868	0.49646
8.55357	0.489472
8.46197	0.482671
8.37278	0.476214
8.2861	0.47003
8.20231	0.464009
8.1213	0.458137
8.04281	0.452428
7.96663	0.446889
7.89227	0.441574
7.81923	0.436533
7.7474	0.431757
7.67715	0.427153
7.60923	0.422584
7.54393	0.417995
7.48116	0.413393
7.42079	0.40879
7.36273	0.404195
7.30692	0.399608
7.25329	0.395035
7.20178	0.390479
7.15228	0.385947
7.10469	0.381448
7.05889	0.37699
7.01479	0.372579
6.97229	0.368221
6.93131	0.363919
6.89177	0.359676
6.85359	0.355495
6.81671	0.351378
6.78105	0.347326
6.74657	0.34334
6.71319	0.33942
6.68088	0.335567
6.64958	0.331781
6.61924	0.328061
6.58981	0.324407
6.56127	0.320818
6.53357	0.317294
6.50667	0.313834
6.48054	0.310437
6.45514	0.307101
6.43045	0.303827
6.40644	0.300612
6.38307	0.297457
6.36033	0.294359
6.33819	0.291317
6.31662	0.288331
6.2956	0.285399
6.27512	0.282521
6.25515	0.279694
6.23567	0.276919
6.21667	0.274193
6.19812	0.271516
6.18002	0.268886
6.16234	0.266303
6.14507	0.263766
6.12821	0.261273
6.11172	0.258824
6.0956	0.256417
6.07985	0.254051
6.06444	0.251727
6.04936	0.249442
6.03461	0.247195
6.02017	0.244987
6.00604	0.242815
5.9922	0.24068
5.97864	0.23858
5.96536	0.236515
5.95235	0.234483
5.9396	0.232485
