Mean	Error
15.924	0
15.1737	0.530558
14.3761	0.741121
13.7059	0.803582
13.1872	0.792794
12.7908	0.753268
12.46	0.714623
12.1626	0.684394
11.8741	0.666403
11.5995	0.653867
11.3418	0.643221
11.1015	0.632898
10.8776	0.622578
10.671	0.611414
10.4804	0.599622
10.301	0.588395
10.1308	0.577867
9.96807	0.568211
9.81385	0.558844
9.66684	0.549898
9.5272	0.541151
9.39498	0.53246
9.2698	0.523819
9.15098	0.515293
9.03724	0.507078
8.92804	0.499195
8.82332	0.491568
8.72305	0.48413
8.62686	0.476897
8.53313	0.47012
8.44136	0.463826
8.35184	0.457888
8.26609	0.451972
8.18391	0.446087
8.10519	0.440232
8.02978	0.434415
7.95733	0.428672
7.8876	0.423026
7.82032	0.417494
7.75548	0.412062
7.69296	0.406726
7.63229	0.401541
7.57297	0.39656
7.51484	0.391786
7.45816	0.387158
7.40336	0.3826
7.35073	0.378062
7.30018	0.37355
7.25162	0.369068
7.20493	0.364628
7.15998	0.36024
7.11665	0.355908
7.07476	0.35165
7.03401	0.347491
6.9943	0.343434
6.95567	0.339466
6.91825	0.335567
6.8821	0.331723
6.84717	0.327934
6.81341	0.324202
6.78076	0.320527
6.74916	0.316911
6.71856	0.313354
6.68892	0.309857
6.66019	0.306419
6.63234	0.30304
6.60531	0.29972
6.57908	0.296458
6.55361	0.293253
6.52886	0.290106
6.50482	0.287015
6.48144	0.283979
6.4587	0.280998
6.43657	0.27807
6.41504	0.275195
6.39407	0.272372
6.37365	0.269599
6.35375	0.266876
6.33436	0.264201
6.31545	0.261575
6.297	0.258995
6.27901	0.256461
6.26145	0.253971
6.24431	0.251526
6.22757	0.249123
6.21122	0.246762
6.19525	0.244442
6.17964	0.242162
6.16438	0.239922
6.14946	0.237719
6.13487	0.235554
6.12059	0.233426
6.10662	0.231334
6.09295	0.229276
6.07957	0.227253
6.06647	0.225263
6.05363	0.223306
6.04106	0.221381
6.02874	0.219488
6.01667	0.217625
