step	HT	err
1912	-0.241324	0.00187636
1913	0.668073	0.0166991
1914	0.199197	0.00955998
1915	0.0799331	0.00691344
1916	-0.348749	0.00193668
1917	-0.0752155	0.00590023
1918	0.0248801	0.00663551
1919	-0.287338	0.00126742
1920	0.109625	0.00796108
1921	-0.266727	0.00340352
1922	-0.266727	0.00340352
1923	0.183133	0.00811688
1924	0.183133	0.00811688
1925	0.183133	0.00811688
1926	0.183133	0.00811688
1927	0.732422	0.00602121
1928	0.634389	0.00244641
1929	1.41807	0.0109564
1930	1.41807	0.0109564
1931	1.41807	0.0109564
1932	1.41807	0.0109564
1933	1.48038	0.00974193
1934	-0.0279231	0.0040359
1935	-0.0279231	0.0040359
1936	-0.0279231	0.0040359
1937	1.58811	0.0115599
1938	1.58811	0.0115599
1939	-0.233074	0.00268363
1940	0.423115	0.00725296
1941	0.423115	0.00725296
1942	-0.0540813	0.00197674
1943	-0.128864	0.00192429
1944	-0.314532	0.00151861
1945	0.80255	0.00411234
1946	0.251484	0.00271876
1947	-0.149435	0.00170337
1948	-0.149435	0.00170337
1949	-0.149435	0.00170337
1950	-0.153647	0.00161656
1951	-0.153647	0.00161656
1952	-0.153647	0.00161656
1953	0.428367	0.00300004
1954	-0.27365	0.00151771
1955	-0.205801	0.00396343
1956	0.384902	0.00499562
1957	-0.105804	0.00202401
1958	-0.105804	0.00202401
1959	-0.105804	0.00202401
1960	-0.185871	0.00379004
1961	-0.251589	0.00270874
1962	-0.0135587	0.0021028
1963	-0.167559	0.0019595
1964	-0.167559	0.0019595
1965	-0.167559	0.0019595
1966	-0.245605	0.00166269
1967	-0.245605	0.00166269
1968	0.225143	0.0101673
1969	-0.179392	0.00163365
1970	0.239992	0.00232799
1971	-0.225074	0.00153704
1972	0.155929	0.00253865
1973	0.155929	0.00253865
1974	0.155929	0.00253865
1975	0.603018	0.00612016
1976	0.603018	0.00612016
1977	0.603018	0.00612016
1978	0.136129	0.00375638
1979	0.118919	0.00374273
1980	0.118919	0.00374273
1981	-0.408982	0.00185791
1982	1.24319	0.00883157
1983	-0.380452	0.000921612
1984	-0.380452	0.000921612
1985	-0.380452	0.000921612
1986	-0.0626545	0.00607682
1987	-0.0626545	0.00607682
1988	-0.345318	0.001337
1989	0.133688	0.00678245
1990	1.2934	0.0213403
1991	1.91206	0.0189058
1992	1.91206	0.0189058
1993	1.7294	0.0159809
1994	1.7294	0.0159809
1995	1.28816	0.0208009
1996	1.28816	0.0208009
1997	1.28816	0.0208009
1998	1.28816	0.0208009
1999	1.17868	0.0207933
2000	1.17868	0.0207933
2001	0.918459	0.0156281
2002	2.25885	0.0247951
2003	0.560779	0.00788427
2004	0.560779	0.00788427
2005	0.762962	0.00470957
2006	0.762962	0.00470957
2007	-0.300572	0.00311489
2008	-0.300572	0.00311489
2009	-0.300572	0.00311489
2010	-0.300572	0.00311489
2011	-0.300572	0.00311489
2012	-0.300029	0.00104619
2013	-0.20229	0.00481191
2014	-0.20229	0.00481191
2015	-0.0702476	0.00178424
2016	-0.205093	0.004294
2017	-0.205093	0.004294
2018	-0.205093	0.004294
2019	-0.205093	0.004294
2020	-0.205093	0.004294
2021	-0.22594	0.00115929
2022	0.253968	0.00310629
2023	0.253968	0.00310629
2024	0.253968	0.00310629
2025	0.253968	0.00310629
2026	0.253968	0.00310629
2027	0.253968	0.00310629
2028	0.253968	0.00310629
2029	0.253968	0.00310629
2030	-0.247925	0.00138546
2031	-0.247925	0.00138546
2032	-0.247925	0.00138546
2033	-0.0996794	0.00196082
2034	-0.240281	0.0019802
2035	-0.240281	0.0019802
2036	-0.271638	0.00193821
2037	-0.189188	0.00449776
2038	-0.255065	0.00212684
2039	-0.248881	0.0018922
2040	-0.178716	0.00178516
2041	0.486013	0.00468536
2042	0.486013	0.00468536
2043	-0.131177	0.00405761
2044	0.536088	0.00531704
2045	-0.0278197	0.00255618
2046	-0.0943752	0.00160218
2047	0.151424	0.00270368
2048	-0.149347	0.00181491
2049	-0.0860218	0.00183125
2050	0.0127823	0.00773842
2051	1.39708	0.0242897
2052	0.381817	0.0134154
2053	0.476731	0.0147758
2054	-0.217423	0.00376781
2055	-0.198049	0.00164312
2056	-0.172981	0.00155568
2057	-0.172981	0.00155568
2058	-0.366684	0.00129286
2059	-0.366684	0.00129286
2060	-0.366684	0.00129286
2061	-0.366684	0.00129286
2062	-0.366684	0.00129286
2063	-0.420028	0.00114662
2064	-0.420028	0.00114662
2065	-0.420028	0.00114662
2066	-0.420028	0.00114662
2067	-0.420028	0.00114662
2068	0.30371	0.00248208
2069	-0.0567464	0.00169647
2070	0.240951	0.00745326
2071	0.240951	0.00745326
2072	0.240951	0.00745326
2073	0.0606747	0.00187309
2074	0.0606747	0.00187309
2075	0.0606747	0.00187309
2076	0.0606747	0.00187309
2077	0.0606747	0.00187309
2078	0.0606747	0.00187309
2079	0.711583	0.00662421
2080	0.572042	0.00356763
2081	0.0569629	0.00297734
2082	0.0569629	0.00297734
2083	0.0569629	0.00297734
2084	0.0569629	0.00297734
2085	0.0569629	0.00297734
2086	0.446866	0.00331843
2087	0.446866	0.00331843
2088	0.446866	0.00331843
2089	-0.338722	0.0024885
2090	-0.338722	0.0024885
2091	-0.338722	0.0024885
2092	-0.171706	0.00141827
2093	0.807309	0.00438309
2094	0.807309	0.00438309
2095	0.362037	0.00333
2096	0.362037	0.00333
2097	-0.276713	0.00169277
2098	-0.276713	0.00169277
2099	-0.135282	0.00158885
2100	-0.358152	0.00197147
2101	-0.223146	0.0033391
2102	0.00554174	0.00194058
2103	-0.348477	0.00096496
2104	-0.348477	0.00096496
2105	-0.348477	0.00096496
2106	-0.0601849	0.00564737
2107	0.0297634	0.00189237
2108	-0.360403	0.00141472
2109	-0.360403	0.00141472
2110	-0.360403	0.00141472
2111	-0.360403	0.00141472
2112	0.231643	0.0109697
2113	1.04968	0.0116215
2114	-0.437466	0.0010625
2115	-0.437466	0.0010625
2116	-0.437466	0.0010625
2117	-0.437466	0.0010625
2118	-0.437466	0.0010625
2119	-0.437466	0.0010625
2120	-0.437466	0.0010625
2121	-0.437466	0.0010625
2122	-0.437466	0.0010625
2123	-0.437466	0.0010625
2124	0.0846803	0.00364795
2125	0.0846803	0.00364795
2126	0.0846803	0.00364795
2127	0.35415	0.0032002
2128	0.35415	0.0032002
2129	0.35415	0.0032002
2130	0.35415	0.0032002
2131	0.35415	0.0032002
2132	0.35415	0.0032002
2133	-0.393722	0.00187731
2134	-0.393722	0.00187731
2135	-0.393722	0.00187731
2136	-0.393722	0.00187731
2137	-0.393722	0.00187731
2138	-0.268108	0.00231943
2139	-0.248869	0.00283697
2140	-0.248869	0.00283697
2141	-0.248869	0.00283697
2142	-0.248869	0.00283697
2143	-0.248869	0.00283697
2144	-0.237692	0.00140661
2145	0.664286	0.00510378
2146	0.664286	0.00510378
2147	-0.393306	0.00119191
2148	-0.393306	0.00119191
2149	-0.407264	0.00170984
2150	-0.407264	0.00170984
2151	-0.407264	0.00170984
2152	0.390032	0.00448221
2153	-0.224503	0.00403638
2154	-0.224503	0.00403638
2155	-0.224503	0.00403638
2156	0.00802616	0.0014132
2157	0.0180035	0.00314666
2158	-0.262911	0.00192653
2159	-0.11911	0.00546804
2160	2.16987	0.0384389
2161	0.371038	0.0118002
2162	0.371038	0.0118002
2163	1.24417	0.0204804
2164	1.24417	0.0204804
2165	1.24417	0.0204804
2166	1.24417	0.0204804
2167	0.686959	0.0159819
2168	-0.248651	0.00237688
2169	0.670802	0.0163449
2170	0.687262	0.0155552
2171	0.687262	0.0155552
2172	0.687262	0.0155552
2173	-0.202159	0.00416007
2174	-0.202159	0.00416007
2175	-0.25002	0.00254779
2176	-0.377945	0.00102091
2177	-0.377945	0.00102091
2178	-0.377945	0.00102091
2179	0.782827	0.00404119
2180	0.782827	0.00404119
2181	-0.413356	0.00149256
2182	-0.413356	0.00149256
2183	-0.191931	0.0041443
2184	-0.195474	0.00344858
2185	1.18048	0.0218698
2186	1.18048	0.0218698
2187	-0.23294	0.00369094
2188	-0.23294	0.00369094
2189	-0.23294	0.00369094
2190	-0.212743	0.00162273
2191	-0.311778	0.00232868
2192	0.514005	0.00258345
2193	0.514005	0.00258345
2194	-0.228053	0.00171238
2195	-0.228053	0.00171238
2196	-0.190384	0.00377445
2197	-0.105099	0.00573721
2198	-0.212033	0.00181365
2199	-0.157145	0.00202485
2200	-0.24236	0.00284254
2201	-0.228873	0.00330938
2202	-0.228873	0.00330938
2203	-0.21047	0.00378913
2204	-0.0938097	0.0057828
2205	-0.251316	0.00194895
2206	-0.25668	0.00212563
2207	-0.25668	0.00212563
2208	-0.25668	0.00212563
2209	-0.25668	0.00212563
2210	-0.272622	0.003348
2211	-0.272622	0.003348
2212	-0.272622	0.003348
2213	-0.252549	0.00186633
2214	0.123715	0.00876471
2215	0.0203227	0.00729996
2216	-0.21585	0.00414353
2217	-0.21585	0.00414353
2218	-0.21585	0.00414353
2219	-0.21585	0.00414353
2220	-0.21585	0.00414353
2221	-0.372522	0.00117605
2222	0.649921	0.00390044
2223	0.649921	0.00390044
2224	0.471049	0.00263108
2225	0.0845211	0.00255807
2226	0.0845211	0.00255807
2227	-0.0114838	0.00180058
2228	-0.181584	0.00182628
2229	-0.246377	0.00300445
2230	-0.246377	0.00300445
2231	-0.0515926	0.00649995
2232	0.0965442	0.00242457
2233	0.253563	0.00263596
2234	0.118826	0.0083577
2235	-0.26995	0.00310471
2236	-0.296985	0.00116655
2237	-0.296985	0.00116655
2238	-0.296985	0.00116655
2239	-0.296985	0.00116655
2240	-0.347681	0.0013807
2241	-0.251188	0.00168474
2242	-0.295131	0.00265791
2243	0.109824	0.00212931
2244	-0.352128	0.00113233
2245	-0.352128	0.00113233
2246	-0.357974	0.00123827
2247	-0.357974	0.00123827
2248	-0.159166	0.0052204
2249	-0.218528	0.00366906
2250	-0.218528	0.00366906
2251	-0.13881	0.00181498
2252	-0.13881	0.00181498
2253	-0.0759768	0.00626095
2254	-0.0108015	0.00730668
2255	-0.0108015	0.00730668
2256	-0.17392	0.00176528
2257	-0.163165	0.00157547
2258	-0.163165	0.00157547
2259	-0.206186	0.00173907
2260	0.0769123	0.00878079
2261	0.0769123	0.00878079
2262	0.0769123	0.00878079
2263	-0.123942	0.00177673
2264	-0.170548	0.00157143
2265	-0.0391744	0.00193234
2266	-0.0585644	0.00206503
2267	-0.274558	0.00154429
2268	-0.274558	0.00154429
2269	0.546315	0.0126053
2270	-0.405568	0.000704711
2271	-0.247243	0.00195811
2272	0.084033	0.00847288
2273	0.125857	0.010043
2274	0.420713	0.013138
2275	0.726716	0.0165901
2276	0.726716	0.0165901
2277	0.726716	0.0165901
2278	-0.0581484	0.00624882
2279	-0.0581484	0.00624882
2280	0.0187211	0.00766306
2281	0.0187211	0.00766306
2282	0.0187211	0.00766306
2283	-0.109139	0.00183274
2284	-0.131081	0.00484975
2285	0.315664	0.0110952
2286	0.315664	0.0110952
2287	-0.238842	0.00290584
2288	-0.23441	0.00370482
2289	-0.263225	0.00205235
2290	0.0376952	0.00535808
2291	-0.0576869	0.00665915
2292	-0.168298	0.00439064
2293	-0.168298	0.00439064
2294	-0.168298	0.00439064
2295	-0.243848	0.00194553
2296	-0.332226	0.00151272
2297	-0.254083	0.00241563
2298	0.693044	0.00398854
2299	0.693044	0.00398854
2300	0.817088	0.00544566
2301	0.817088	0.00544566
2302	0.817088	0.00544566
2303	0.817088	0.00544566
2304	-0.119928	0.00201782
2305	0.289444	0.00250205
2306	0.289444	0.00250205
2307	0.0704633	0.00254826
2308	-0.163598	0.00418137
2309	-0.431176	0.00069451
2310	0.0846367	0.00204565
2311	0.0846367	0.00204565
2312	0.0846367	0.00204565
2313	-0.406835	0.000940651
2314	-0.355329	0.00110755
2315	-0.355329	0.00110755
2316	-0.355329	0.00110755
2317	-0.247808	0.00265819
2318	-0.0635734	0.00183204
2319	-0.154429	0.00178107
2320	-0.107086	0.00188069
2321	-0.244239	0.00183293
2322	-0.244239	0.00183293
2323	-0.171621	0.0044674
2324	-0.171621	0.0044674
2325	0.209525	0.0029537
2326	0.575228	0.00350058
2327	-0.00281829	0.00255463
2328	-0.00281829	0.00255463
2329	0.482377	0.00265147
2330	0.482377	0.00265147
2331	0.086358	0.00198137
2332	0.086358	0.00198137
2333	-0.254681	0.00210562
2334	-0.254681	0.00210562
2335	-0.206087	0.00401629
2336	-0.206087	0.00401629
2337	-0.0106113	0.00214639
2338	-0.0106113	0.00214639
2339	-0.0877871	0.00640403
2340	0.420677	0.0128047
2341	-0.181898	0.00386808
2342	-0.114313	0.00226619
2343	-0.423258	0.00109059
2344	-0.274532	0.00313257
2345	0.0985453	0.00254551
2346	0.0985453	0.00254551
2347	0.235964	0.0021313
2348	-0.0148151	0.00325142
2349	-0.415477	0.00106281
2350	0.0615578	0.00216035
2351	-0.207341	0.00145967
2352	-0.0327193	0.00204984
2353	-0.0912169	0.00539211
2354	-0.0912169	0.00539211
2355	-0.0912169	0.00539211
2356	-0.0912169	0.00539211
2357	-0.0912169	0.00539211
2358	-0.0196435	0.00220459
2359	-0.208483	0.00419606
2360	-0.208483	0.00419606
2361	-0.208483	0.00419606
2362	-0.268513	0.00319603
2363	-0.436151	0.000714526
2364	-0.436151	0.000714526
2365	-0.436151	0.000714526
2366	-0.436151	0.000714526
2367	-0.436151	0.000714526
2368	-0.231409	0.0014064
2369	-0.250917	0.00310907
2370	-0.250917	0.00310907
2371	-0.164438	0.00446355
2372	0.0165098	0.00229828
2373	-0.250626	0.00328254
2374	1.04986	0.00643767
2375	1.04986	0.00643767
2376	1.04986	0.00643767
2377	1.04986	0.00643767
2378	1.04986	0.00643767
2379	1.04986	0.00643767
2380	0.540008	0.011851
2381	0.540008	0.011851
2382	0.540008	0.011851
2383	0.540008	0.011851
2384	0.540008	0.011851
2385	1.33486	0.0105575
2386	0.74265	0.0064904
2387	0.74265	0.0064904
2388	-0.127504	0.0050954
2389	0.866585	0.00950077
2390	-0.245057	0.00190668
2391	-0.245057	0.00190668
2392	-0.00224795	0.00554095
2393	-0.00224795	0.00554095
2394	-0.442154	0.000681418
2395	-0.439525	0.000911181
2396	-0.439525	0.000911181
2397	-0.439525	0.000911181
2398	-0.439525	0.000911181
2399	-0.335583	0.0010547
2400	-0.335583	0.0010547
2401	-0.111614	0.00166548
2402	-0.237019	0.00174072
2403	0.0184767	0.00182314
2404	0.0184767	0.00182314
2405	-0.391357	0.0010679
2406	-0.425295	0.000865935
2407	-0.425295	0.000865935
2408	-0.425295	0.000865935
2409	-0.425295	0.000865935
2410	-0.425295	0.000865935
2411	-0.218596	0.00115161
2412	-0.218596	0.00115161
2413	-0.275984	0.00229899
2414	-0.319785	0.00125778
2415	-0.192553	0.00228013
2416	-0.239513	0.00174016
2417	-0.201118	0.00181333
2418	-0.257545	0.00133853
2419	-0.40897	0.00104378
2420	-0.40897	0.00104378
2421	-0.40897	0.00104378
2422	-0.40897	0.00104378
2423	-0.40897	0.00104378
2424	-0.40897	0.00104378
2425	-0.40897	0.00104378
2426	-0.133173	0.00555994
2427	0.204102	0.00965023
2428	0.204102	0.00965023
2429	0.975141	0.0189395
2430	0.975141	0.0189395
2431	0.975141	0.0189395
2432	-0.191064	0.00404131
2433	0.154071	0.00265217
2434	-0.0348059	0.00849124
2435	-0.190338	0.00168315
2436	-0.165503	0.00171603
2437	-0.244542	0.0018162
2438	0.0307934	0.00207712
2439	0.207321	0.00250858
2440	0.211859	0.00295699
2441	-0.368232	0.00149541
2442	-0.303012	0.00143059
2443	-0.391523	0.0012356
2444	-0.391523	0.0012356
2445	-0.227836	0.00152767
2446	0.2245	0.00886331
2447	0.529811	0.00720727
2448	0.529811	0.00720727
2449	1.67873	0.00645417
2450	1.67873	0.00645417
2451	1.67873	0.00645417
2452	1.36911	0.00550244
2453	1.36911	0.00550244
2454	1.36911	0.00550244
2455	0.541334	0.00806356
2456	0.541334	0.00806356
2457	-0.429951	0.00103415
2458	-0.429951	0.00103415
2459	-0.429951	0.00103415
2460	-0.331842	0.00112222
2461	-0.331842	0.00112222
2462	-0.331842	0.00112222
2463	-0.331842	0.00112222
2464	-0.331842	0.00112222
2465	-0.287854	0.00213399
2466	-0.287854	0.00213399
2467	-0.287854	0.00213399
2468	-0.119398	0.0054423
2469	-0.25934	0.00240329
2470	-0.25934	0.00240329
2471	-0.104403	0.00595063
2472	-0.233176	0.00136922
2473	-0.0531465	0.00195183
2474	-0.0531465	0.00195183
2475	-0.2135	0.00167276
2476	-0.275777	0.00203208
2477	-0.097717	0.00204693
2478	-0.365086	0.0011778
2479	-0.365086	0.0011778
2480	-0.365086	0.0011778
2481	-0.240433	0.00296864
2482	-0.240433	0.00296864
2483	-0.204931	0.00150281
2484	-0.424728	0.000814205
2485	-0.424728	0.000814205
2486	-0.424728	0.000814205
2487	-0.424728	0.000814205
2488	-0.424728	0.000814205
2489	0.0236888	0.00220279
2490	0.297002	0.00295634
2491	0.253868	0.00278772
2492	-0.325846	0.00102948
2493	1.33254	0.0153443
2494	1.33254	0.0153443
2495	0.609485	0.0149822
2496	-0.189916	0.0042943
2497	0.148871	0.0101962
2498	0.0923659	0.00815149
2499	0.229025	0.00997285
2500	-0.0155189	0.0060825
2501	0.0167285	0.00640338
2502	-0.282652	0.00246975
2503	-0.282652	0.00246975
2504	-0.134819	0.00430297
2505	-0.134819	0.00430297
2506	-0.134819	0.00430297
2507	-0.237475	0.00177336
2508	-0.211836	0.00174145
2509	0.122052	0.00224019
2510	-0.148429	0.00167909
2511	1.73736	0.00944524
2512	-0.23017	0.00135767
2513	-0.212424	0.00140464
2514	-0.212424	0.00140464
2515	-0.210301	0.00187201
2516	-0.192212	0.00196763
2517	-0.192212	0.00196763
2518	0.203532	0.0102982
2519	-0.232236	0.00318686
2520	-0.227309	0.00144815
2521	0.366142	0.00271769
2522	1.34268	0.00595132
2523	1.34268	0.00595132
2524	1.34268	0.00595132
2525	1.34268	0.00595132
2526	0.511637	0.00340183
2527	-0.28319	0.00273736
2528	-0.28319	0.00273736
2529	-0.28319	0.00273736
2530	-0.24982	0.0028195
2531	-0.24982	0.0028195
2532	-0.203973	0.0037105
2533	-0.203973	0.0037105
2534	0.170071	0.00262492
2535	0.170071	0.00262492
2536	-0.262907	0.0033983
2537	-0.135303	0.00164258
2538	-0.135303	0.00164258
2539	0.297464	0.00933915
2540	-0.00444997	0.00660463
2541	0.724753	0.0119095
2542	0.724753	0.0119095
2543	1.29469	0.00728632
2544	1.29469	0.00728632
2545	1.29469	0.00728632
2546	1.29469	0.00728632
2547	0.92221	0.00830391
2548	0.92221	0.00830391
2549	0.897786	0.00927679
2550	0.897786	0.00927679
2551	0.897786	0.00927679
2552	1.31702	0.0203073
2553	1.31702	0.0203073
2554	-0.294226	0.00326132
2555	-0.309902	0.0024805
2556	-0.309902	0.0024805
2557	-0.309902	0.0024805
2558	-0.0598146	0.00297426
2559	-0.0598146	0.00297426
2560	-0.0598146	0.00297426
2561	-0.0598146	0.00297426
2562	-0.275245	0.0016676
2563	-0.281211	0.00302858
2564	-0.211097	0.0016435
2565	-0.211097	0.0016435
2566	-0.201812	0.00159435
2567	-0.305572	0.0015535
2568	-0.305572	0.0015535
2569	-0.286653	0.00128438
2570	-0.286653	0.00128438
2571	-0.0798666	0.00627036
2572	-0.290206	0.00295814
2573	-0.290206	0.00295814
2574	-0.289424	0.00319521
2575	-0.289424	0.00319521
2576	-0.289424	0.00319521
2577	-0.0973494	0.00547519
2578	-0.033768	0.00429494
2579	-0.397624	0.00167878
2580	-0.186609	0.00216376
2581	-0.186609	0.00216376
2582	-0.186609	0.00216376
2583	-0.186609	0.00216376
2584	0.546497	0.00601443
2585	0.115717	0.00240522
2586	0.0398234	0.00283959
2587	-0.268477	0.0013752
2588	-0.268477	0.0013752
2589	-0.213592	0.0012545
2590	0.738169	0.00605525
2591	0.1891	0.00214995
2592	0.1891	0.00214995
2593	-0.30082	0.002062
2594	-0.0656478	0.00573583
2595	0.903547	0.0161554
2596	0.903547	0.0161554
2597	-0.176769	0.0042801
2598	0.0350067	0.00229279
2599	-0.166793	0.00216389
2600	-0.154507	0.00470584
2601	-0.263161	0.00142134
2602	-0.263161	0.00142134
2603	-0.263161	0.00142134
2604	-0.263161	0.00142134
2605	-0.263161	0.00142134
2606	-0.263161	0.00142134
2607	1.66507	0.00701884
2608	0.498704	0.00361671
2609	-0.363232	0.0013955
2610	-0.363232	0.0013955
2611	-0.363232	0.0013955
2612	-0.363232	0.0013955
2613	-0.363232	0.0013955
2614	-0.363232	0.0013955
2615	-0.363232	0.0013955
2616	-0.363232	0.0013955
2617	-0.363232	0.0013955
2618	-0.363232	0.0013955
2619	-0.262114	0.00204572
2620	-0.262114	0.00204572
2621	-0.177594	0.00171629
2622	-0.177594	0.00171629
2623	-0.177594	0.00171629
2624	-0.200268	0.00351808
2625	0.344782	0.0120315
2626	0.556805	0.0159291
2627	-0.189294	0.00181797
2628	-0.24307	0.00298501
2629	-0.441347	0.000784004
2630	-0.441347	0.000784004
2631	-0.441347	0.000784004
2632	-0.441347	0.000784004
2633	-0.441347	0.000784004
2634	-0.441347	0.000784004
2635	0.138166	0.00242374
2636	-0.259368	0.00193949
2637	-0.259368	0.00193949
2638	-0.259368	0.00193949
2639	0.0636711	0.0074721
2640	-0.375072	0.00128648
2641	-0.430896	0.000767234
2642	-0.320377	0.0020189
2643	-0.188836	0.00409096
2644	-0.246766	0.00192189
2645	-0.234831	0.00296685
2646	-0.242594	0.00200658
2647	-0.242594	0.00200658
2648	-0.242594	0.00200658
2649	0.875503	0.0184942
2650	0.173788	0.00931634
2651	0.173788	0.00931634
2652	0.173788	0.00931634
2653	-0.299441	0.00325514
2654	-0.299441	0.00325514
2655	-0.441659	0.000738377
2656	0.579074	0.00622923
2657	0.579074	0.00622923
2658	0.579074	0.00622923
2659	0.0461981	0.00597949
2660	0.867436	0.00785845
2661	0.867436	0.00785845
2662	-0.0719215	0.00339384
2663	-0.0719215	0.00339384
2664	-0.0719215	0.00339384
2665	-0.271149	0.00205879
2666	-0.271149	0.00205879
2667	-0.271149	0.00205879
2668	0.0810496	0.00829041
2669	-0.090362	0.00198106
2670	0.0980955	0.00818979
2671	-0.199592	0.00388115
2672	-0.199592	0.00388115
2673	-0.186805	0.00186501
2674	-0.186805	0.00186501
2675	-0.186805	0.00186501
2676	-0.186805	0.00186501
2677	-0.242822	0.00185831
2678	-0.258834	0.00181035
2679	0.0804826	0.00884768
2680	-0.250154	0.00235373
2681	-0.282504	0.00189038
2682	-0.295426	0.00112019
2683	-0.131775	0.00498895
2684	-0.131775	0.00498895
2685	-0.227822	0.00125119
2686	-0.227822	0.00125119
2687	-0.222354	0.00351648
2688	0.745386	0.0171117
2689	0.804145	0.0174737
2690	0.436412	0.0131911
2691	0.200556	0.0116012
2692	0.0398904	0.00865768
2693	-0.255805	0.00235289
2694	-0.255805	0.00235289
2695	-0.255805	0.00235289
2696	0.324798	0.0026116
2697	-0.0627396	0.00172588
2698	-0.273499	0.00293451
2699	-0.273499	0.00293451
2700	-0.14226	0.00486207
2701	-0.145457	0.00487249
2702	-0.227228	0.00149874
2703	-0.227228	0.00149874
2704	-0.423967	0.00100416
2705	-0.423967	0.00100416
2706	-0.423967	0.00100416
2707	-0.423967	0.00100416
2708	-0.423967	0.00100416
2709	-0.423967	0.00100416
2710	-0.423967	0.00100416
2711	-0.423967	0.00100416
2712	-0.423967	0.00100416
2713	0.440315	0.00285001
2714	0.440315	0.00285001
2715	0.440315	0.00285001
2716	0.440315	0.00285001
2717	0.440315	0.00285001
2718	-0.403409	0.000926248
2719	0.667798	0.00363859
2720	0.667798	0.00363859
2721	0.667798	0.00363859
2722	0.561832	0.00376436
2723	0.495773	0.00602998
2724	0.945484	0.0142499
2725	0.586808	0.0159261
2726	2.23283	0.0324148
2727	2.23283	0.0324148
2728	2.23283	0.0324148
2729	0.167514	0.00801887
2730	0.515587	0.0126112
2731	0.515587	0.0126112
2732	0.515587	0.0126112
2733	2.75521	0.0384771
2734	2.32566	0.0300587
2735	2.22505	0.0400592
2736	2.22505	0.0400592
2737	0.455556	0.0129432
2738	0.455556	0.0129432
2739	1.40419	0.0228984
2740	-0.21814	0.00318715
2741	-0.0618319	0.00681382
2742	0.197524	0.0082808
2743	0.197524	0.0082808
2744	-0.0335031	0.00589851
2745	0.131171	0.00253563
2746	-0.224757	0.00324966
2747	-0.224757	0.00324966
2748	-0.113436	0.00524724
2749	-0.113436	0.00524724
2750	1.02174	0.0160709
2751	1.02174	0.0160709
2752	-0.188557	0.00418739
2753	-0.220615	0.00360671
2754	-0.171357	0.00174196
2755	-0.230728	0.00194592
2756	-0.0714285	0.00637303
2757	-0.0714285	0.00637303
2758	-0.0714285	0.00637303
2759	0.421336	0.0122886
2760	0.421336	0.0122886
2761	1.26334	0.0205308
2762	1.26334	0.0205308
2763	1.26334	0.0205308
2764	1.26334	0.0205308
2765	-0.0382878	0.00685211
2766	-0.138659	0.00526862
2767	-0.138659	0.00526862
2768	-0.138659	0.00526862
2769	-0.138659	0.00526862
2770	-0.151028	0.0017436
2771	-0.207667	0.00370704
2772	-0.182031	0.00176097
2773	-0.18963	0.00197227
2774	-0.0951879	0.00589384
2775	-0.205752	0.00159529
2776	-0.205752	0.00159529
2777	-0.230072	0.00303196
2778	-0.23627	0.0018218
2779	-0.212486	0.00397107
2780	-0.0695868	0.00165414
2781	-0.2452	0.00287771
2782	0.191894	0.00858771
2783	0.0461143	0.00808947
2784	0.534129	0.0132477
2785	0.534129	0.0132477
2786	0.534129	0.0132477
2787	0.548576	0.0140372
2788	0.197786	0.00988761
2789	0.0867158	0.00813521
2790	0.37283	0.0110247
2791	0.37283	0.0110247
2792	-0.23293	0.00359029
2793	-0.23293	0.00359029
2794	-0.33602	0.00225505
2795	-0.433226	0.000653029
2796	-0.433226	0.000653029
2797	-0.02545	0.00187082
2798	-0.122336	0.00167874
2799	-0.122336	0.00167874
2800	-0.122336	0.00167874
2801	-0.429504	0.000795096
2802	-0.429504	0.000795096
2803	0.0688085	0.00576575
2804	0.0688085	0.00576575
2805	0.633958	0.0074131
2806	0.633958	0.0074131
2807	0.633958	0.0074131
2808	0.633958	0.0074131
2809	0.76715	0.00862386
2810	0.476382	0.0115492
2811	-0.322202	0.00161598
2812	-0.322202	0.00161598
2813	-0.283113	0.00348855
2814	-0.283113	0.00348855
2815	-0.234436	0.0032367
2816	0.326137	0.0116076
2817	0.326137	0.0116076
2818	0.452158	0.0119313
2819	0.386791	0.00975937
2820	0.386791	0.00975937
2821	0.386791	0.00975937
2822	0.0056631	0.00674045
2823	0.0056631	0.00674045
2824	0.0056631	0.00674045
2825	0.0056631	0.00674045
2826	-0.245304	0.00268962
2827	-0.245304	0.00268962
2828	-0.246891	0.00184399
2829	-0.167316	0.00181804
2830	-0.167316	0.00181804
2831	0.132396	0.00225142
2832	-0.151688	0.00464159
2833	-0.151688	0.00464159
2834	-0.290762	0.00127546
2835	0.0240723	0.0068337
2836	-0.206211	0.00357567
2837	-0.0379129	0.00187313
2838	0.212447	0.00264016
2839	0.212447	0.00264016
2840	0.213074	0.00292481
2841	0.213074	0.00292481
2842	0.294546	0.00276569
2843	0.294546	0.00276569
2844	0.10166	0.00226695
2845	-0.240781	0.0028087
2846	-0.240781	0.0028087
2847	-0.240781	0.0028087
2848	-0.116053	0.00230456
2849	-0.00128898	0.00217108
2850	-0.19132	0.00433722
2851	-0.17132	0.00189334
2852	0.248075	0.00251218
2853	0.147409	0.00243486
2854	0.0425723	0.00225052
2855	-0.216385	0.00192439
2856	0.355729	0.00255941
2857	0.355729	0.00255941
2858	0.355729	0.00255941
2859	-0.200652	0.00181049
2860	-0.0850256	0.0059021
