step	mu	sigma
3777	0.638369	1.2409
3778	0.638369	1.2409
3779	0.638369	1.2409
3780	0.336482	0.80457
3781	0.736431	0.548786
3782	0.736431	0.548786
3783	0.736431	0.548786
3784	0.677006	0.339587
3785	0.287204	0.785162
3786	0.11257	0.734152
3787	0.533737	1.0928
3788	0.737014	0.765569
3789	0.737014	0.765569
3790	0.363155	0.73729
3791	0.0645556	1.19445
3792	0.0287733	1.0437
3793	0.0287733	1.0437
3794	0.523965	1.07825
3795	0.623547	0.982541
3796	0.924625	0.797444
3797	0.924625	0.797444
3798	0.924625	0.797444
3799	0.924625	0.797444
3800	1.22206	0.496586
3801	1.22206	0.496586
3802	1.22206	0.496586
3803	0.846235	0.721059
3804	0.846235	0.721059
3805	0.500619	0.853457
3806	0.500619	0.853457
3807	0.512942	0.452925
3808	0.512942	0.452925
3809	0.512942	0.452925
3810	0.512942	0.452925
3811	0.512942	0.452925
3812	0.512942	0.452925
3813	0.1692	0.662018
3814	0.229898	0.615831
3815	0.527179	0.563216
3816	0.83585	0.893949
3817	0.852174	0.893345
3818	1.31726	0.447345
3819	1.31726	0.447345
3820	1.31726	0.447345
3821	1.17631	0.441422
3822	1.17631	0.441422
3823	1.17631	0.441422
3824	1.17631	0.441422
3825	0.943904	0.597464
3826	0.943904	0.597464
3827	0.943904	0.597464
3828	0.943904	0.597464
3829	0.943904	0.597464
3830	0.97218	0.571511
3831	0.97218	0.571511
3832	0.683798	0.89308
3833	0.683798	0.89308
3834	1.04856	0.559731
3835	1.04856	0.559731
3836	1.04856	0.559731
3837	1.04856	0.559731
3838	0.623994	0.67569
3839	0.623994	0.67569
3840	1.05042	0.718439
3841	1.28229	0.355129
3842	1.13751	0.694531
3843	0.939177	0.578055
3844	1.32649	0.382655
3845	1.3445	0.853058
3846	1.19017	0.678681
3847	1.19017	0.678681
3848	1.19017	0.678681
3849	0.92523	0.923956
3850	0.536072	1.05419
3851	0.14088	1.23197
3852	0.278	1.263
3853	0.278	1.263
3854	0.480844	0.864515
3855	0.00443042	0.930133
3856	0.0481712	0.60375
3857	0.0481712	0.60375
3858	0.0342019	0.714403
3859	0.130751	1.04444
3860	0.130751	1.04444
3861	0.0733765	0.57195
3862	0.185495	0.448262
3863	0.185495	0.448262
3864	0.185495	0.448262
3865	0.275568	0.837258
3866	0.275568	0.837258
3867	0.0494435	0.5879
3868	0.407842	0.373525
3869	0.407842	0.373525
3870	0.407842	0.373525
3871	0.407842	0.373525
3872	0.345235	0.740098
3873	0.718058	0.75357
3874	0.718058	0.75357
3875	0.718058	0.75357
3876	0.511871	0.463167
3877	0.511871	0.463167
3878	0.511871	0.463167
3879	0.23255	0.949032
3880	0.23255	0.949032
3881	0.23944	1.40689
3882	0.619038	1.02719
3883	0.813534	1.01427
3884	0.967741	0.855385
3885	0.967741	0.855385
3886	1.09533	0.926819
3887	1.09533	0.926819
3888	0.689943	1.36825
3889	0.849847	1.38194
3890	0.849847	1.38194
3891	0.849847	1.38194
3892	0.774857	1.40786
3893	0.773589	1.01236
3894	0.773589	1.01236
3895	0.773589	1.01236
3896	0.557765	0.58321
3897	0.550548	0.79965
3898	0.954108	0.662153
3899	0.954108	0.662153
3900	0.954108	0.662153
3901	0.704114	0.436183
3902	0.704114	0.436183
3903	0.894246	0.766868
3904	0.894246	0.766868
3905	0.496946	0.959084
3906	0.496946	0.959084
3907	0.988583	0.766857
3908	0.613336	0.879675
3909	0.395765	0.612388
3910	0.395765	0.612388
3911	0.128883	0.842735
3912	0.0665421	1.21251
3913	0.129853	0.742672
3914	0.125022	0.570354
3915	0.379769	0.596508
3916	0.328268	0.94474
3917	0.0098336	1.3638
3918	0.0098336	1.3638
3919	0.067295	0.958985
3920	0.466253	0.611275
3921	0.59264	1.04042
3922	0.602425	0.770404
3923	0.602425	0.770404
3924	0.602425	0.770404
3925	0.275272	1.22721
3926	0.16461	0.756347
3927	0.288445	0.955369
3928	0.0819556	0.947246
3929	0.0819556	0.947246
3930	0.0819556	0.947246
3931	0.0819556	0.947246
3932	0.188628	1.17098
3933	0.367801	0.709975
3934	0.0127347	0.747059
3935	0.0866817	0.688654
3936	0.367037	0.653582
3937	0.367037	0.653582
3938	0.188589	0.754535
3939	0.305225	0.860422
3940	0.0216396	0.953676
3941	0.381377	0.844851
3942	0.625024	0.687602
3943	0.625024	0.687602
3944	0.516511	0.508245
3945	0.516511	0.508245
3946	0.516511	0.508245
3947	0.516511	0.508245
3948	0.516511	0.508245
3949	0.516511	0.508245
3950	0.907924	0.784612
3951	0.47675	0.87987
3952	0.246774	0.563267
3953	0.60006	0.992563
3954	0.256371	1.17109
3955	0.256371	1.17109
3956	0.683248	1.04108
3957	0.683248	1.04108
3958	0.683248	1.04108
3959	0.683248	1.04108
3960	0.27867	0.74306
3961	0.27867	0.74306
3962	0.563959	0.85943
3963	0.655076	0.57795
3964	0.655076	0.57795
3965	0.762776	0.517045
3966	0.767966	0.804851
3967	0.767966	0.804851
3968	0.767966	0.804851
3969	1.15518	0.766881
3970	1.15518	0.766881
3971	0.665538	0.975991
3972	0.606057	0.516469
3973	0.606057	0.516469
3974	0.753073	0.58619
3975	0.753073	0.58619
3976	0.753073	0.58619
3977	0.753073	0.58619
3978	0.808946	0.959398
3979	0.732044	0.761512
3980	0.732044	0.761512
3981	0.616803	0.877809
3982	0.616803	0.877809
3983	0.514484	1.00102
3984	0.725035	0.547475
3985	1.07487	0.565464
3986	0.778833	0.845906
3987	0.754805	0.496907
3988	0.754805	0.496907
3989	0.754805	0.496907
3990	0.754805	0.496907
3991	0.754805	0.496907
3992	0.754805	0.496907
3993	0.779493	0.781627
3994	0.279684	1.00699
3995	0.186456	1.08608
3996	0.192549	1.24119
3997	0.239998	1.40797
3998	0.0534251	1.19901
3999	0.322328	1.08371
4000	0.322328	1.08371
4001	0.322328	1.08371
4002	0.322328	1.08371
4003	0.452096	0.730156
4004	0.592048	0.71785
4005	0.453137	0.900545
4006	0.18075	0.972355
4007	0.0840154	1.09713
4008	0.0840154	1.09713
4009	0.0840154	1.09713
4010	0.0840154	1.09713
4011	0.253769	1.12236
4012	0.553729	0.854725
4013	0.929007	0.731077
4014	0.929007	0.731077
4015	0.779822	0.788691
4016	0.516025	0.38348
4017	0.516025	0.38348
4018	0.514309	0.652338
4019	0.244642	0.621226
4020	0.244642	0.621226
4021	0.0977008	1.01438
4022	0.0733903	1.08369
4023	0.0733903	1.08369
4024	0.0928003	1.41591
4025	0.0928003	1.41591
4026	0.0928003	1.41591
4027	0.267826	1.43378
4028	0.267826	1.43378
4029	0.0950069	1.07738
4030	0.337531	0.850353
4031	0.433451	0.690312
4032	0.0516978	0.959898
4033	0.0516978	0.959898
4034	0.449985	1.08204
4035	0.89743	0.711701
4036	0.76662	0.633088
4037	0.76662	0.633088
4038	0.76662	0.633088
4039	0.554804	0.59626
4040	0.502554	0.785939
4041	0.455698	1.10573
4042	0.455698	1.10573
4043	0.330844	1.25883
4044	0.387788	0.959156
4045	0.805443	0.981616
4046	0.607887	1.09475
4047	0.607887	1.09475
4048	0.607887	1.09475
4049	0.842078	0.61942
4050	0.842078	0.61942
4051	0.842078	0.61942
4052	0.842078	0.61942
4053	0.749924	0.559758
4054	0.749924	0.559758
4055	0.749924	0.559758
4056	0.770748	0.504748
4057	0.770748	0.504748
4058	0.770748	0.504748
4059	0.770748	0.504748
4060	0.61292	0.798589
4061	0.61292	0.798589
4062	0.574749	0.618485
4063	0.574749	0.618485
4064	0.198043	0.95741
4065	0.239589	0.867857
4066	0.481024	0.890019
4067	0.383859	0.941024
4068	0.383859	0.941024
4069	0.478381	0.821688
4070	0.345972	1.01065
4071	0.689606	0.691932
4072	1.13657	0.70928
4073	1.13657	0.70928
4074	1.15855	0.471417
4075	1.15855	0.471417
4076	0.661318	0.587813
4077	0.661318	0.587813
4078	0.337377	0.880459
4079	0.298737	0.999353
4080	0.417257	0.571335
4081	0.417257	0.571335
4082	0.512874	0.393397
4083	0.512874	0.393397
4084	0.425977	0.858795
4085	0.425977	0.858795
4086	0.447229	1.28934
4087	0.447229	1.28934
4088	0.76462	0.978586
4089	0.495335	0.759092
4090	0.0274961	0.97277
4091	0.0856851	0.614863
4092	0.0856851	0.614863
4093	0.0856851	0.614863
4094	0.449016	0.965262
4095	0.375878	1.13158
4096	0.375878	1.13158
4097	0.683269	0.747303
4098	0.478721	0.913635
4099	0.433758	1.38681
4100	0.433758	1.38681
4101	0.433758	1.38681
4102	0.433758	1.38681
4103	0.000160125	1.06963
4104	0.491497	1.13569
4105	0.491497	1.13569
4106	0.748903	0.635985
4107	1.21521	0.35183
4108	1.21521	0.35183
4109	1.21521	0.35183
4110	1.2562	0.334875
4111	0.854104	0.7185
4112	0.854104	0.7185
4113	0.854104	0.7185
4114	0.854104	0.7185
4115	0.854104	0.7185
4116	0.854104	0.7185
4117	0.854104	0.7185
4118	0.854104	0.7185
4119	0.517591	0.771406
4120	0.0640334	0.910245
4121	0.303901	0.953483
4122	0.487261	0.605058
4123	0.487261	0.605058
4124	0.487261	0.605058
4125	0.4153	0.783018
4126	0.720803	0.909679
4127	0.946624	0.780521
4128	0.946624	0.780521
4129	0.946624	0.780521
4130	0.946624	0.780521
4131	0.946624	0.780521
4132	0.946624	0.780521
4133	1.06484	0.730379
4134	1.06484	0.730379
4135	1.06484	0.730379
4136	1.19527	0.500815
4137	0.767108	0.665684
4138	0.767108	0.665684
4139	1.06891	0.497983
4140	1.11909	0.389112
4141	1.2724	0.641753
4142	1.2724	0.641753
4143	0.888358	0.360341
4144	0.888358	0.360341
4145	0.951871	0.67139
4146	0.797889	0.726041
4147	0.797889	0.726041
4148	0.696082	0.611511
4149	0.260974	0.864875
4150	0.260974	0.864875
4151	0.260974	0.864875
4152	0.189098	0.790434
4153	0.189098	0.790434
4154	0.030455	0.726096
4155	0.260194	0.459128
4156	0.260194	0.459128
4157	0.0727283	0.513936
4158	0.422046	0.318749
4159	0.0683013	0.481764
4160	0.0683013	0.481764
4161	0.0683013	0.481764
4162	0.0683013	0.481764
4163	0.0683013	0.481764
4164	0.204599	0.467448
4165	0.204599	0.467448
4166	0.00983308	0.807045
4167	0.0825233	0.798453
4168	0.0149868	0.763264
4169	0.333817	1.01183
4170	0.333817	1.01183
4171	0.35288	0.868475
4172	0.276791	1.09435
4173	0.144389	1.07478
4174	0.460845	0.988007
4175	0.460845	0.988007
4176	0.541046	0.803107
4177	0.896379	0.369621
4178	0.403841	0.709117
4179	0.403841	0.709117
4180	0.532886	0.841839
4181	0.153381	1.24009
4182	0.153381	1.24009
4183	0.108884	1.52127
4184	0.108884	1.52127
4185	0.0370702	1.45797
4186	0.0117405	1.00334
4187	0.0117405	1.00334
4188	0.0117405	1.00334
4189	0.297682	0.85034
4190	0.784144	0.374692
4191	1.11192	0.487459
4192	1.11192	0.487459
4193	0.850666	0.736502
4194	0.850666	0.736502
4195	0.381487	0.734188
4196	0.381487	0.734188
4197	0.83507	0.966924
4198	0.83507	0.966924
4199	0.83507	0.966924
4200	0.83507	0.966924
4201	0.677736	0.577469
4202	0.677736	0.577469
4203	0.677736	0.577469
4204	0.521375	0.747479
4205	0.521375	0.747479
4206	0.521375	0.747479
4207	0.821428	0.891741
4208	1.02354	1.10331
4209	1.02354	1.10331
4210	1.02492	1.07366
4211	0.530004	1.25249
4212	0.530004	1.25249
4213	0.715954	0.835394
4214	0.483949	0.886141
4215	0.483949	0.886141
4216	0.972948	0.819109
4217	0.972948	0.819109
4218	0.972948	0.819109
4219	0.972948	0.819109
4220	0.972948	0.819109
4221	0.972948	0.819109
4222	0.972948	0.819109
4223	0.972948	0.819109
4224	0.934419	0.961779
4225	0.994913	0.497726
4226	1.10508	0.762698
4227	1.59482	0.431322
4228	1.59482	0.431322
4229	1.51679	0.632149
4230	1.06361	0.411193
4231	1.06361	0.411193
4232	1.06361	0.411193
4233	0.73585	0.348232
4234	0.710776	0.543033
4235	0.710776	0.543033
4236	0.710776	0.543033
4237	0.710776	0.543033
4238	0.496809	0.63565
4239	0.496809	0.63565
4240	0.779576	0.690827
4241	0.779576	0.690827
4242	0.369556	0.56322
4243	0.369556	0.56322
4244	0.369556	0.56322
4245	0.819232	0.521482
4246	0.731977	0.304358
4247	0.72323	0.519879
4248	0.72323	0.519879
4249	0.72323	0.519879
4250	0.72323	0.519879
4251	0.72323	0.519879
4252	0.390939	0.579456
4253	0.470794	0.466503
4254	0.446421	0.338858
4255	0.446421	0.338858
4256	0.488284	0.720964
4257	0.725824	1.13455
4258	0.725824	1.13455
4259	0.31884	1.44545
4260	0.740153	0.969072
4261	0.740153	0.969072
4262	0.51735	1.12983
4263	0.991101	0.736825
4264	1.17306	0.481892
4265	1.17306	0.481892
4266	1.17306	0.481892
4267	1.17306	0.481892
4268	1.17306	0.481892
4269	1.17306	0.481892
4270	0.934023	0.533847
4271	0.486231	0.774386
4272	0.486231	0.774386
4273	0.0126392	0.984606
4274	0.0126392	0.984606
4275	0.120117	1.06394
4276	0.364225	1.10203
4277	0.079724	1.12057
4278	0.198158	1.41386
4279	0.198158	1.41386
4280	0.228268	1.07088
4281	0.228268	1.07088
4282	0.228268	1.07088
4283	0.228268	1.07088
4284	0.228268	1.07088
4285	0.664016	0.965279
4286	0.573122	1.01355
4287	0.891516	0.981736
4288	1.00505	0.600926
4289	1.00505	0.600926
4290	1.00505	0.600926
4291	1.21895	0.461726
4292	1.21895	0.461726
4293	1.21895	0.461726
4294	1.21895	0.461726
4295	1.21895	0.461726
4296	1.21895	0.461726
4297	1.21895	0.461726
4298	0.837057	0.812894
4299	0.733522	0.739608
4300	0.512079	0.609198
4301	0.512079	0.609198
4302	0.512079	0.609198
4303	0.680821	0.928082
4304	0.560257	0.953398
4305	0.560257	0.953398
4306	0.560257	0.953398
4307	0.560257	0.953398
4308	0.560257	0.953398
4309	0.560257	0.953398
4310	0.701807	0.569336
4311	0.701807	0.569336
4312	1.07345	0.773504
4313	0.80206	0.71289
4314	0.80206	0.71289
4315	0.85564	0.558041
4316	0.85564	0.558041
4317	0.85564	0.558041
4318	0.856205	0.37079
4319	0.856205	0.37079
4320	0.804419	0.733501
4321	0.804419	0.733501
4322	0.852702	0.584155
4323	0.852702	0.584155
4324	0.852702	0.584155
4325	0.852702	0.584155
4326	0.852702	0.584155
4327	0.852702	0.584155
4328	0.401378	0.825313
4329	0.529822	0.656787
4330	0.529822	0.656787
4331	0.292491	1.05329
4332	0.0601457	1.32574
4333	0.0974438	1.08169
4334	0.0974438	1.08169
4335	0.155213	0.699782
4336	0.59976	0.609456
4337	0.596099	0.345038
4338	0.596099	0.345038
4339	0.596099	0.345038
4340	0.596099	0.345038
4341	0.596099	0.345038
4342	0.406764	0.422911
4343	0.653275	0.762518
4344	0.75768	0.673996
4345	0.68597	0.482569
4346	0.640417	0.47395
4347	0.433222	0.738955
4348	0.433222	0.738955
4349	0.433222	0.738955
4350	0.0218038	0.669511
4351	0.0218038	0.669511
4352	0.190685	1.15763
4353	0.190685	1.15763
4354	0.107406	1.32856
4355	0.107406	1.32856
4356	0.0470424	1.03594
4357	0.0470424	1.03594
4358	0.0371103	0.975305
4359	0.496894	0.890376
4360	0.317302	1.2085
4361	0.107258	1.05745
4362	0.107258	1.05745
4363	0.298676	0.95584
4364	0.517576	0.870757
4365	0.242218	0.704264
4366	0.08915	1.09144
4367	0.08915	1.09144
4368	0.08915	1.09144
4369	0.08915	1.09144
4370	0.178192	1.19168
4371	0.0939725	1.1592
4372	0.0939725	1.1592
4373	0.0939725	1.1592
4374	0.0939725	1.1592
4375	0.335936	1.28007
4376	0.335936	1.28007
4377	0.550364	1.03669
4378	0.550364	1.03669
4379	0.306078	1.01153
4380	0.306078	1.01153
4381	0.129603	0.64732
4382	0.102824	0.653953
4383	0.357213	1.14173
4384	0.357213	1.14173
4385	0.357213	1.14173
4386	0.310245	0.710616
4387	0.310245	0.710616
4388	0.456108	0.504756
4389	0.456108	0.504756
4390	0.456108	0.504756
4391	0.456108	0.504756
4392	0.456108	0.504756
4393	0.41528	0.687341
4394	0.60347	0.416533
4395	0.60347	0.416533
4396	0.60347	0.416533
4397	0.372612	0.263417
4398	0.372612	0.263417
4399	0.75253	0.626027
4400	0.813128	0.658268
4401	0.984686	0.604971
4402	0.984686	0.604971
4403	0.984686	0.604971
4404	0.984686	0.604971
4405	0.984686	0.604971
4406	0.650721	0.909038
4407	0.339083	0.900876
4408	0.429857	0.593622
4409	0.0137984	1.07262
4410	0.280013	1.2159
4411	0.141071	0.967655
4412	0.256023	0.934393
4413	0.256023	0.934393
4414	0.281649	1.28335
4415	0.281649	1.28335
4416	0.066829	1.10491
4417	0.194976	0.925687
4418	0.194976	0.925687
4419	0.569434	0.550464
4420	0.569434	0.550464
4421	0.569434	0.550464
4422	0.873432	0.902426
4423	0.873432	0.902426
4424	0.670039	0.729408
4425	0.617847	1.07649
4426	0.802898	0.859323
4427	1.05599	0.37275
4428	0.92739	0.459294
4429	1.24738	0.612667
4430	1.24738	0.612667
4431	1.24738	0.612667
4432	1.24738	0.612667
4433	0.827929	1.04456
4434	0.85055	0.973275
4435	1.00338	0.692409
4436	0.58588	0.603559
4437	0.58588	0.603559
4438	0.58588	0.603559
4439	0.58588	0.603559
4440	1.01476	0.644977
4441	0.754653	0.384838
4442	1.06479	0.500423
4443	0.973133	0.590475
4444	0.973133	0.590475
4445	0.973133	0.590475
4446	0.973133	0.590475
4447	0.973133	0.590475
4448	1.06321	0.837607
4449	1.10729	0.53959
4450	0.752993	0.805387
4451	0.752993	0.805387
4452	0.752993	0.805387
4453	0.752993	0.805387
4454	0.488139	1.21202
4455	0.488139	1.21202
4456	0.0175746	0.950096
4457	0.104927	0.930663
4458	0.141185	0.738346
4459	0.536239	1.14836
4460	0.735344	1.13327
4461	0.735344	1.13327
4462	0.54273	0.662064
4463	0.389871	0.90588
4464	0.389871	0.90588
4465	0.255869	1.07022
4466	0.0653487	1.14562
4467	0.406946	0.930005
4468	0.544426	0.807775
4469	0.288346	1.19082
4470	0.625339	0.738268
4471	0.625339	0.738268
4472	0.353303	0.73261
4473	0.353303	0.73261
4474	0.513766	1.14453
4475	0.565429	0.712637
4476	0.770965	0.657855
4477	0.770965	0.657855
4478	0.768793	0.687829
4479	0.768793	0.687829
4480	0.796376	0.685412
4481	0.948746	0.424023
4482	1.12089	0.528197
4483	0.744267	0.408595
4484	0.744267	0.408595
4485	0.832373	0.85818
4486	0.820662	0.581445
4487	0.820662	0.581445
4488	0.820662	0.581445
4489	0.820662	0.581445
4490	0.820662	0.581445
4491	0.506375	0.970794
4492	0.0266133	1.11934
4493	0.455086	0.964836
4494	0.455086	0.964836
4495	0.83198	0.668281
4496	0.343015	0.401223
4497	0.15967	0.837538
4498	0.242134	1.11308
4499	0.111464	1.32654
4500	0.414764	1.08915
4501	0.414764	1.08915
4502	0.414764	1.08915
4503	0.0825008	1.12652
4504	0.385174	0.837735
4505	0.576457	1.03354
4506	0.723725	0.693978
4507	0.723725	0.693978
4508	0.723725	0.693978
4509	0.723725	0.693978
4510	0.723725	0.693978
4511	0.325276	0.908179
4512	0.493552	0.846984
4513	0.501329	1.0548
4514	0.501329	1.0548
4515	0.213364	0.945175
4516	0.353856	1.02556
4517	0.0749009	1.10215
4518	0.379401	0.710749
4519	0.741045	0.504224
4520	1.09406	0.554041
4521	1.09406	0.554041
4522	1.07418	0.682445
4523	1.07418	0.682445
4524	0.592951	0.397481
4525	0.613833	0.617332
4526	0.613833	0.617332
4527	0.346005	1.04175
4528	0.10778	0.898494
4529	0.10778	0.898494
4530	0.224125	0.64377
4531	0.0553237	1.02253
4532	0.0296117	0.953801
4533	0.433247	1.16396
4534	0.433247	1.16396
4535	0.0059765	1.37397
4536	0.0059765	1.37397
4537	0.0059765	1.37397
4538	0.301303	0.998524
4539	0.49595	0.572523
4540	0.49595	0.572523
4541	0.49595	0.572523
4542	0.49595	0.572523
4543	0.39277	0.452728
4544	0.39277	0.452728
4545	0.39277	0.452728
4546	0.39277	0.452728
4547	0.565715	0.393169
4548	0.565715	0.393169
4549	0.451779	0.400384
4550	0.203571	0.661644
4551	0.597222	1.02893
4552	0.883381	1.14806
4553	0.511112	1.18283
4554	0.139811	1.27423
4555	0.572738	1.08888
4556	0.234575	0.993573
4557	0.234575	0.993573
4558	0.254112	1.0642
4559	0.254112	1.0642
4560	0.254112	1.0642
4561	0.254112	1.0642
4562	0.254112	1.0642
4563	0.254112	1.0642
4564	0.254112	1.0642
4565	0.220784	0.837965
4566	0.220784	0.837965
4567	0.59352	0.504431
4568	0.59352	0.504431
4569	0.59352	0.504431
4570	0.378455	0.331011
4571	0.290264	0.702566
4572	0.290264	0.702566
4573	0.754101	0.836568
4574	0.754101	0.836568
4575	1.03504	0.664952
4576	0.772381	0.958804
4577	0.322784	0.985891
4578	0.322784	0.985891
4579	0.480772	1.1146
4580	0.628301	0.790614
4581	0.385594	0.574511
4582	0.0869681	1.07046
4583	0.0869681	1.07046
4584	0.186133	1.07688
4585	0.586223	0.826688
4586	0.647463	0.683742
4587	0.647463	0.683742
4588	0.687223	0.890834
4589	0.687223	0.890834
4590	0.261561	1.00241
4591	0.261561	1.00241
4592	0.261561	1.00241
4593	0.261561	1.00241
4594	0.261561	1.00241
4595	0.261561	1.00241
4596	0.261561	1.00241
4597	0.261561	1.00241
4598	0.261561	1.00241
4599	0.261561	1.00241
4600	0.261561	1.00241
4601	0.167082	0.6689
4602	0.29611	0.754236
4603	0.439715	1.03162
4604	0.439715	1.03162
4605	0.439715	1.03162
4606	0.452481	1.34047
4607	0.821222	1.04684
4608	0.821222	1.04684
4609	0.821222	1.04684
4610	0.821222	1.04684
4611	0.821222	1.04684
4612	0.821222	1.04684
4613	0.555175	1.35135
4614	0.101269	1.10803
4615	0.0794339	1.52411
4616	0.0794339	1.52411
4617	0.140367	1.12148
4618	0.08281	0.712148
4619	0.224272	0.701134
4620	0.0149578	0.995337
4621	0.0149578	0.995337
4622	0.1617	0.898029
4623	0.437831	0.950245
4624	0.362039	1.23154
4625	0.362039	1.23154
4626	0.362039	1.23154
4627	0.362039	1.23154
4628	0.362039	1.23154
4629	0.362039	1.23154
4630	0.554122	0.811854
4631	0.194543	1.01682
4632	0.279572	0.934601
4633	0.279572	0.934601
4634	0.694951	0.902504
4635	0.694951	0.902504
4636	0.719053	1.02336
4637	0.719053	1.02336
4638	0.719053	1.02336
4639	0.719053	1.02336
4640	0.719053	1.02336
4641	0.406418	0.95736
4642	0.176887	0.701644
4643	0.648673	1.10509
4644	0.648673	1.10509
4645	0.250701	1.14935
4646	0.250701	1.14935
4647	0.0877595	1.28705
4648	0.0877595	1.28705
4649	0.351278	0.881755
4650	0.639116	0.968677
4651	0.639116	0.968677
4652	0.539522	0.62881
4653	0.993391	0.914392
4654	1.00204	0.533867
4655	1.00204	0.533867
4656	1.00204	0.533867
4657	1.00204	0.533867
4658	1.00204	0.533867
4659	0.561624	0.764656
4660	0.561624	0.764656
4661	0.561624	0.764656
4662	0.341101	1.19148
4663	0.341101	1.19148
4664	0.825138	1.20792
4665	1.10647	1.02565
4666	0.811523	1.18104
4667	1.24989	0.880476
4668	0.835005	1.36802
4669	0.835005	1.36802
4670	0.726058	1.40974
4671	0.581852	0.977963
4672	0.198453	1.09491
4673	0.198453	1.09491
4674	0.198453	1.09491
4675	0.198453	1.09491
4676	0.247591	1.04751
4677	0.0412277	1.25471
4678	0.0412277	1.25471
4679	0.0412277	1.25471
4680	0.3868	1.15642
4681	0.3868	1.15642
4682	0.3868	1.15642
4683	0.827553	0.919886
4684	0.833153	0.907265
4685	1.22985	0.558731
4686	1.26399	0.298092
4687	1.26399	0.298092
4688	1.31051	0.315258
4689	1.31051	0.315258
4690	1.31051	0.315258
4691	1.31051	0.315258
4692	1.31051	0.315258
4693	1.12927	0.759517
4694	1.12927	0.759517
4695	1.03586	0.831973
4696	1.26183	0.483256
4697	1.26183	0.483256
4698	1.26183	0.483256
4699	1.16756	0.832188
4700	0.776979	0.743866
4701	0.776979	0.743866
4702	1.04849	0.769485
4703	1.04849	0.769485
4704	0.918544	0.619714
4705	0.918544	0.619714
4706	0.436478	0.89367
4707	0.582014	0.702593
