x	y	z
1.55927	-0.595607	-3.70613
1.55927	-0.595607	-3.70613
1.55927	-0.595607	-3.70613
1.55927	-0.595607	-3.70613
1.55927	-0.595607	-3.70613
-0.611928	1.41773	-4.48454
2.12809	1.38969	-3.59807
2.12809	1.38969	-3.59807
2.38543	-0.980543	-2.05389
2.38543	-0.980543	-2.05389
3.12204	1.60985	-1.76125
3.12204	1.60985	-1.76125
3.12204	1.60985	-1.76125
1.55	2.5056	0.474581
2.51715	1.08935	3.37782
2.51715	1.08935	3.37782
2.51715	1.08935	3.37782
2.51715	1.08935	3.37782
-0.145678	1.18121	3.85836
-0.145678	1.18121	3.85836
-0.145678	1.18121	3.85836
-1.28383	4.29797	5.3964
-3.24321	1.87621	6.87717
-5.5781	-1.42165	6.71462
-4.65708	-1.78049	7.86079
-0.529744	-0.4529	5.05828
-0.529744	-0.4529	5.05828
-1.32097	-1.48586	5.66172
-1.32097	-1.48586	5.66172
-1.32097	-1.48586	5.66172
-3.7064	-0.316858	4.46093
-3.7064	-0.316858	4.46093
-3.7064	-0.316858	4.46093
-2.1661	-0.990132	4.24256
-2.1661	-0.990132	4.24256
-2.3318	-3.06994	6.82791
-2.3318	-3.06994	6.82791
-3.51933	-2.80982	4.51703
-3.51933	-2.80982	4.51703
-3.51933	-2.80982	4.51703
-0.495565	-1.41607	4.8463
-0.495565	-1.41607	4.8463
-0.495565	-1.41607	4.8463
-1.50478	-2.18794	6.04006
-1.50478	-2.18794	6.04006
-1.50478	-2.18794	6.04006
-1.50478	-2.18794	6.04006
-2.75629	-3.08557	6.71879
-2.21818	-0.344884	5.85096
-1.35393	-1.57082	5.19043
-1.35393	-1.57082	5.19043
-1.35393	-1.57082	5.19043
-1.35393	-1.57082	5.19043
-4.44389	-0.90675	6.1345
-5.31005	-3.53831	5.25485
-3.2922	-4.99743	3.27292
-3.2922	-4.99743	3.27292
-5.04131	-3.49863	3.47841
0.410132	-1.24581	1.46519
-1.10195	-1.99233	-1.98155
-1.10195	-1.99233	-1.98155
-0.940412	-2.5957	-2.70908
-0.940412	-2.5957	-2.70908
-0.189822	-2.21854	-2.805
-0.189822	-2.21854	-2.805
2.56698	-2.26604	-2.51146
2.56698	-2.26604	-2.51146
1.76494	-2.3363	-7.2384
3.52338	-2.22073	-3.34044
3.52338	-2.22073	-3.34044
