Block	Mean	Prog_mean	Error
1	1.1	1.1	0
2	1.1	1.1	0
3	1.1	1.1	0
4	1.1	1.1	0
5	1.1	1.1	0
6	1.1	1.1	0
7	1.1	1.1	0
8	1.1	1.1	0
9	1.1	1.1	0
10	1.1	1.1	6.664e-09
11	1.1	1.1	6.35388e-09
12	1.1	1.1	6.08337e-09
13	1.1	1.1	5.84472e-09
14	1.1	1.1	5.63211e-09
15	1.1	1.1	5.44113e-09
16	1.1	1.1	5.26836e-09
17	1.1	1.1	5.11106e-09
18	1.1	1.1	0
19	1.1	1.1	0
20	1.1	1.1	0
21	1.1	1.1	0
22	1.1	1.1	4.49287e-09
23	1.1	1.1	4.39411e-09
24	1.1	1.1	4.30159e-09
25	1.1	1.1	4.21468e-09
26	1.1	1.1	4.13284e-09
27	1.1	1.1	4.05558e-09
28	1.1	1.1	6.29689e-09
29	1.1	1.1	6.18737e-09
30	1.1	1.1	6.08337e-09
31	1.1	1.1	5.98445e-09
32	1.1	1.1	5.8902e-09
33	1.1	1.1	5.80027e-09
34	1.1	1.1	5.71433e-09
35	1.1	1.1	5.63211e-09
36	1.1	1.1	5.55333e-09
37	1.1	1.1	5.47778e-09
38	1.1	1.1	5.40522e-09
39	1.1	1.1	6.31302e-09
40	1.1	1.1	6.2336e-09
41	1.1	1.1	6.15711e-09
42	1.1	1.1	6.08337e-09
43	1.1	1.1	6.01222e-09
44	1.1	1.1	5.94351e-09
45	1.1	1.1	5.8771e-09
46	1.1	1.1	5.81286e-09
47	1.1	1.1	5.75069e-09
48	1.1	1.1	5.69047e-09
49	1.1	1.1	5.63211e-09
50	1.1	1.1	5.5755e-09
51	1.1	1.1	5.52057e-09
52	1.1	1.1	5.46723e-09
53	1.1	1.1	5.41541e-09
54	1.1	1.1	5.36503e-09
55	1.1	1.1	5.68308e-09
56	1.1	1.1	5.63211e-09
57	1.1	1.1	5.92112e-09
58	1.1	1.1	5.86985e-09
59	1.1	1.1	6.13471e-09
60	1.1	1.1	6.08337e-09
61	1.1	1.1	5.72369e-09
62	1.1	1.1	5.67735e-09
63	1.1	1.1	4.96705e-09
64	1.1	1.1	4.9281e-09
65	1.1	1.1	4.89004e-09
66	1.1	1.1	4.49287e-09
67	1.1	1.1	4.45921e-09
68	1.1	1.1	4.04064e-09
69	1.1	1.1	4.01126e-09
70	1.1	1.1	3.9825e-09
71	1.1	1.1	3.53688e-09
72	1.1	1.1	3.51224e-09
73	1.1	1.1	3.4881e-09
74	1.1	1.1	3.0003e-09
75	1.1	1.1	2.98023e-09
76	1.1	1.1	2.96056e-09
77	1.1	1.1	0
78	1.1	1.1	1.68722e-09
79	1.1	1.1	1.67651e-09
80	1.1	1.1	1.666e-09
81	1.1	1.1	1.65568e-09
82	1.1	1.1	0
83	1.1	1.1	0
84	1.1	1.1	2.2993e-09
85	1.1	1.1	2.28573e-09
86	1.1	1.1	1.60683e-09
87	1.1	1.1	1.59757e-09
88	1.1	1.1	2.75131e-09
89	1.1	1.1	2.73581e-09
90	1.1	1.1	2.22133e-09
91	1.1	1.1	2.2091e-09
92	1.1	1.1	3.10711e-09
93	1.1	1.1	3.09036e-09
94	1.1	1.1	3.07387e-09
95	1.1	1.1	3.05765e-09
96	1.1	1.1	2.63418e-09
97	1.1	1.1	3.70604e-09
98	1.1	1.1	3.68708e-09
99	1.1	1.1	3.66841e-09
100	1.1	1.1	3.65002e-09
101	1.1	1.1	3.31546e-09
102	1.1	1.1	3.29917e-09
103	1.1	1.1	3.88464e-09
104	1.1	1.1	3.86592e-09
105	1.1	1.1	3.84746e-09
106	1.1	1.1	3.82927e-09
107	1.1	1.1	3.81134e-09
108	1.1	1.1	4.05558e-09
109	1.1	1.1	4.51343e-09
110	1.1	1.1	4.49287e-09
111	1.1	1.1	4.69089e-09
112	1.1	1.1	4.6699e-09
113	1.1	1.1	4.85592e-09
114	1.1	1.1	4.83458e-09
115	1.1	1.1	4.81351e-09
116	1.1	1.1	5.35842e-09
117	1.1	1.1	5.33547e-09
118	1.1	1.1	5.48705e-09
119	1.1	1.1	5.46395e-09
120	1.1	1.1	5.44113e-09
121	1.1	1.1	5.58537e-09
122	1.1	1.1	5.56243e-09
123	1.1	1.1	5.53977e-09
124	1.1	1.1	5.98445e-09
125	1.1	1.1	5.96046e-09
126	1.1	1.1	5.93676e-09
127	1.1	1.1	6.05938e-09
128	1.1	1.1	6.03566e-09
129	1.1	1.1	6.01222e-09
130	1.1	1.1	6.12999e-09
131	1.1	1.1	6.10655e-09
132	1.1	1.1	6.08337e-09
133	1.1	1.1	6.58842e-09
134	1.1	1.1	6.56379e-09
135	1.1	1.1	6.53943e-09
136	1.1	1.1	6.51534e-09
137	1.1	1.1	6.61518e-09
138	1.1	1.1	6.59117e-09
139	1.1	1.1	6.56742e-09
140	1.1	1.1	6.54392e-09
141	1.1	1.1	6.64033e-09
142	1.1	1.1	6.61691e-09
143	1.1	1.1	6.59373e-09
144	1.1	1.1	6.80142e-09
145	1.1	1.1	6.88996e-09
146	1.1	1.1	6.86633e-09
147	1.1	1.1	6.84293e-09
148	1.1	1.1	6.81978e-09
149	1.1	1.1	6.90561e-09
150	1.1	1.1	6.88255e-09
151	1.1	1.1	6.85972e-09
152	1.1	1.1	6.83712e-09
153	1.1	1.1	6.9204e-09
154	1.1	1.1	6.8979e-09
155	1.1	1.1	6.87561e-09
156	1.1	1.1	7.05817e-09
157	1.1	1.1	7.03565e-09
158	1.1	1.1	7.11284e-09
159	1.1	1.1	7.09043e-09
160	1.1	1.1	7.06824e-09
161	1.1	1.1	7.04626e-09
162	1.1	1.1	7.02447e-09
163	1.1	1.1	7.09949e-09
164	1.1	1.1	7.07781e-09
165	1.1	1.1	7.05633e-09
166	1.1	1.1	7.03505e-09
167	1.1	1.1	7.01395e-09
168	1.1	1.1	7.08692e-09
169	1.1	1.1	7.06592e-09
170	1.1	1.1	7.0451e-09
171	1.1	1.1	7.20696e-09
172	1.1	1.1	7.18598e-09
173	1.1	1.1	7.16518e-09
174	1.1	1.1	7.23332e-09
175	1.1	1.1	7.21262e-09
176	1.1	1.1	7.1921e-09
177	1.1	1.1	7.17175e-09
178	1.1	1.1	7.15158e-09
179	1.1	1.1	7.13158e-09
180	1.1	1.1	7.19794e-09
181	1.1	1.1	7.17803e-09
182	1.1	1.1	7.15829e-09
183	1.1	1.1	7.1387e-09
184	1.1	1.1	7.11928e-09
185	1.1	1.1	7.10001e-09
186	1.1	1.1	7.0809e-09
187	1.1	1.1	7.14552e-09
188	1.1	1.1	7.12649e-09
189	1.1	1.1	7.27102e-09
190	1.1	1.1	7.25186e-09
191	1.1	1.1	7.23285e-09
192	1.1	1.1	7.21399e-09
193	1.1	1.1	7.19528e-09
194	1.1	1.1	7.25601e-09
195	1.1	1.1	7.23739e-09
196	1.1	1.1	7.2189e-09
197	1.1	1.1	7.20055e-09
198	1.1	1.1	7.18235e-09
199	1.1	1.1	7.16428e-09
200	1.1	1.1	7.14635e-09
201	1.1	1.1	7.20561e-09
202	1.1	1.1	7.18776e-09
203	1.1	1.1	7.17003e-09
204	1.1	1.1	7.15244e-09
205	1.1	1.1	7.13497e-09
206	1.1	1.1	7.11763e-09
207	1.1	1.1	7.10042e-09
208	1.1	1.1	7.08333e-09
209	1.1	1.1	7.14114e-09
210	1.1	1.1	7.12412e-09
211	1.1	1.1	7.32595e-09
212	1.1	1.1	7.30865e-09
213	1.1	1.1	7.21964e-09
214	1.1	1.1	7.20275e-09
215	1.1	1.1	7.11376e-09
216	1.1	1.1	7.09727e-09
217	1.1	1.1	7.00827e-09
218	1.1	1.1	6.99218e-09
219	1.1	1.1	6.9762e-09
220	1.1	1.1	6.88744e-09
221	1.1	1.1	6.87184e-09
222	1.1	1.1	6.78301e-09
223	1.1	1.1	6.76779e-09
224	1.1	1.1	6.67886e-09
225	1.1	1.1	6.664e-09
226	1.1	1.1	6.57495e-09
227	1.1	1.1	6.56045e-09
228	1.1	1.1	6.54605e-09
229	1.1	1.1	6.45709e-09
230	1.1	1.1	6.44303e-09
231	1.1	1.1	6.35388e-09
232	1.1	1.1	6.34017e-09
233	1.1	1.1	6.25078e-09
234	1.1	1.1	6.00488e-09
