Mean	Error
37.7265	0
35.7739	1.3807
33.7532	1.88926
32.0605	2.03878
30.6917	2.03937
29.5568	1.99038
28.5861	1.92829
27.7183	1.87237
26.9366	1.82018
26.2308	1.76973
25.5768	1.72545
24.97	1.685
24.4103	1.64571
23.8893	1.60851
23.3969	1.57484
22.9239	1.54583
22.4669	1.52095
22.0235	1.4997
21.6037	1.47836
21.2044	1.45735
20.8271	1.43598
20.4663	1.4153
20.1214	1.39515
19.796	1.37445
19.4897	1.35318
19.1997	1.33184
18.9229	1.31095
18.6591	1.29041
18.4078	1.27014
18.1702	1.24984
17.9455	1.22956
17.7326	1.20942
17.531	1.18945
17.3398	1.16973
17.1587	1.15024
16.987	1.13104
16.8238	1.11218
16.6684	1.09372
16.5201	1.07568
16.3782	1.0581
16.242	1.04102
16.1112	1.02442
15.9852	1.00832
15.8635	0.992717
15.7459	0.977601
15.6322	0.962943
15.5225	0.948678
15.4166	0.934804
15.314	0.921345
15.2142	0.908302
15.1167	0.895711
15.021	0.883589
14.9265	0.871957
14.8329	0.860811
14.7399	0.850174
14.6466	0.840091
14.5523	0.830632
14.4564	0.821828
14.3597	0.813567
14.2617	0.805887
14.1617	0.798855
14.0601	0.792409
13.957	0.786503
13.8536	0.780987
13.7501	0.775798
13.6469	0.770872
13.5451	0.76606
13.4446	0.761357
13.3455	0.756755
13.2478	0.752223
13.1517	0.747734
13.0574	0.743271
12.965	0.738814
12.8747	0.734333
12.7865	0.729814
12.7006	0.725252
12.6168	0.720654
12.5352	0.716025
12.4556	0.71137
12.378	0.706697
12.3023	0.702012
12.2285	0.697322
12.1565	0.692633
12.0861	0.687949
12.0174	0.683275
11.9504	0.678615
11.8848	0.673972
11.8208	0.66935
11.7582	0.664751
11.6969	0.660178
11.6371	0.655633
11.5785	0.651118
11.5212	0.646634
11.4651	0.642183
11.4102	0.637767
11.3564	0.633386
11.3037	0.629041
11.2522	0.624734
11.2016	0.620465
11.1521	0.616234
