Mean	Error
37.6218	0
35.6604	1.38692
33.8544	1.7405
32.2308	1.91861
30.8513	1.96938
29.6941	1.95172
28.6697	1.92305
27.7508	1.88951
26.9278	1.85011
26.1925	1.80532
25.5397	1.75527
24.9364	1.70952
24.3659	1.6705
23.8224	1.63722
23.3039	1.60809
22.8082	1.58214
22.3357	1.55802
21.8941	1.53277
21.4788	1.50731
21.0893	1.48142
20.7223	1.45563
20.3763	1.42998
20.048	1.405
19.7349	1.3809
19.4357	1.3577
19.1502	1.33515
18.8784	1.31308
18.619	1.29154
18.3711	1.27059
18.1336	1.25024
17.9066	1.23034
17.6889	1.21099
17.4781	1.1925
17.2712	1.17523
17.0655	1.15952
16.8593	1.1455
16.6497	1.13355
16.4379	1.12333
16.2245	1.11463
16.0136	1.10653
15.8079	1.0985
15.6081	1.09035
15.4149	1.08198
15.2276	1.07347
15.0454	1.06497
14.868	1.05649
14.6956	1.048
14.5281	1.03945
14.3657	1.03084
14.2083	1.02217
14.0559	1.01343
13.9085	1.00461
13.7659	0.995725
13.6279	0.986793
13.4946	0.977817
13.3658	0.968806
13.2412	0.959784
13.1208	0.950764
13.0043	0.941753
12.8917	0.932764
12.7828	0.923809
12.6774	0.914901
12.5754	0.906052
12.4765	0.897272
12.3807	0.888569
12.2878	0.879951
12.1976	0.871422
12.1102	0.862987
12.0252	0.854651
11.9427	0.846417
11.8625	0.838287
11.7845	0.830262
11.7087	0.822345
11.6349	0.814536
11.5631	0.806836
11.4931	0.799244
11.425	0.791761
11.3586	0.784387
11.294	0.777121
11.2309	0.769962
11.1694	0.762909
11.1094	0.755962
11.0508	0.749119
10.9936	0.74238
10.9378	0.735742
10.8833	0.729205
10.83	0.722766
10.7779	0.716426
10.727	0.710182
10.6773	0.704032
10.6286	0.697976
10.581	0.692011
10.5344	0.686136
10.4888	0.68035
10.4442	0.674651
10.4005	0.669038
10.3577	0.663508
10.3157	0.658062
10.2747	0.652696
10.2344	0.647409
