Mean	Error
37.6157	0
35.8301	1.26261
34.0461	1.68232
32.4944	1.84335
31.1887	1.8811
30.2141	1.80243
29.3905	1.72286
28.6393	1.66326
27.9116	1.62986
27.1983	1.61543
26.4796	1.62061
25.791	1.62528
25.151	1.62136
24.5586	1.61015
24.0137	1.59234
23.5078	1.57112
23.0326	1.54892
22.5823	1.52692
22.1559	1.5049
21.7537	1.48243
21.3703	1.46057
21.005	1.43915
20.6581	1.41776
20.3301	1.39612
20.019	1.37449
19.7246	1.3528
19.4457	1.33113
19.1818	1.30949
18.9298	1.28836
18.6868	1.26813
18.4507	1.24899
18.2191	1.23125
17.9897	1.21513
17.7597	1.20095
17.5278	1.18882
17.2941	1.17854
17.0601	1.16968
16.8265	1.162
16.5987	1.15432
16.3766	1.14664
16.1594	1.13905
15.9472	1.13151
15.7409	1.12386
15.5412	1.11592
15.3483	1.10766
15.1616	1.09921
14.9806	1.09062
14.8052	1.08191
14.6354	1.07308
14.4706	1.06419
14.3109	1.05524
14.1563	1.04621
14.0072	1.03705
13.8635	1.02775
13.725	1.01834
13.5915	1.00887
13.4627	0.999366
13.3383	0.989846
13.2181	0.980336
13.102	0.970855
12.9896	0.961418
12.8809	0.95204
12.7756	0.942731
12.6736	0.933501
12.5748	0.924358
12.4789	0.915309
12.3859	0.90636
12.2957	0.897514
12.208	0.888775
12.1229	0.880147
12.0401	0.87163
11.9597	0.863228
11.8815	0.854941
11.8053	0.84677
11.7313	0.838715
11.6591	0.830776
11.5888	0.822954
11.5204	0.815246
11.4536	0.807653
11.3886	0.800174
11.3251	0.792808
11.2632	0.785553
11.2028	0.778409
11.1438	0.771373
11.0862	0.764445
11.03	0.757623
10.975	0.750906
10.9213	0.744291
10.8688	0.737778
10.8174	0.731364
10.7672	0.725049
10.7181	0.71883
10.6701	0.712705
10.623	0.706674
10.577	0.700734
10.5319	0.694884
10.4877	0.689122
10.4445	0.683446
10.4021	0.677856
10.3605	0.672349
