Mean 	 Error
5.39664	0
5.00906	0.274061
5.21705	0.249443
5.61042	0.38866
5.44152	0.345686
5.42689	0.288381
5.22593	0.309378
5.21685	0.270839
5.21613	0.240747
5.35084	0.251553
5.35462	0.228713
5.42025	0.218867
5.36129	0.209822
5.37396	0.195217
5.34119	0.184932
5.26108	0.189934
5.22676	0.181836
5.21724	0.171983
5.29129	0.178158
5.3327	0.173997
5.30415	0.168038
5.28368	0.161642
5.2362	0.161437
5.2694	0.158088
5.20912	0.162854
5.31061	0.185542
5.33481	0.180241
5.30624	0.176054
5.29351	0.170442
5.33777	0.170412
5.31147	0.166932
5.29412	0.162615
5.29489	0.157689
5.30568	0.153419
5.3309	0.151095
5.31578	0.147652
5.3353	0.144945
5.3468	0.141586
5.40383	0.148999
5.44788	0.151647
5.41199	0.152136
5.46945	0.158993
5.46496	0.155359
5.45682	0.152041
5.48312	0.150921
5.47717	0.147757
5.46481	0.145129
5.48562	0.143591
5.466	0.141995
5.44226	0.141127
5.44635	0.138419
5.44181	0.135831
5.46382	0.13504
5.44769	0.133499
5.45191	0.131138
5.44622	0.128919
5.45719	0.127123
5.45485	0.124953
5.44355	0.123345
5.47199	0.124526
5.4658	0.122638
5.45536	0.121103
5.47458	0.120697
5.46768	0.119008
5.48013	0.117828
5.46359	0.117199
5.46573	0.115469
5.48953	0.116197
5.47205	0.11582
5.46651	0.114298
5.44934	0.113971
5.4368	0.113076
5.42496	0.112145
5.42458	0.11063
5.43406	0.10956
5.4376	0.108176
5.42692	0.107297
5.43277	0.10608
5.44179	0.10512
5.45543	0.104688
5.46489	0.103822
5.46918	0.102645
5.4594	0.101872
5.46512	0.10082
5.46248	0.0996683
5.44742	0.09964
5.42817	0.100338
5.43489	0.0994223
5.43388	0.0983102
5.43922	0.0973628
5.46933	0.10084
5.49037	0.101915
5.47834	0.101527
5.47441	0.100523
5.46872	0.0996255
5.46702	0.0986022
5.47483	0.0978946
5.4559	0.09871
5.46199	0.0979004
5.45296	0.0973368
