Mean 	 Error
19.9457	0
18.2916	1.16959
16.6039	1.58332
16.3894	1.20193
16.0364	1.01206
16.1867	0.854467
15.9984	0.752862
16.0165	0.658972
15.7273	0.646091
15.7375	0.581561
15.5947	0.545945
15.25	0.599425
15.2871	0.554459
15.2666	0.515232
15.2622	0.480903
15.3959	0.469073
15.5058	0.454169
15.4383	0.433923
15.4571	0.411493
15.4157	0.392998
15.2691	0.400706
15.0638	0.431857
15.06	0.413098
15.1796	0.412858
15.3568	0.432668
15.2955	0.420335
15.3369	0.406795
15.2926	0.394675
15.3273	0.382587
15.2814	0.372571
15.2421	0.362621
15.1837	0.355955
15.2408	0.349718
15.3284	0.350222
15.3997	0.347406
15.424	0.338601
15.4054	0.32996
15.3236	0.331253
15.2342	0.334607
15.2701	0.328159
15.2375	0.321767
15.227	0.314279
15.1962	0.308476
15.1422	0.306156
15.0861	0.304452
15.1045	0.298394
15.1189	0.29239
15.0105	0.305738
14.9786	0.301161
15.0083	0.296602
14.9654	0.293869
15.0057	0.29096
14.9669	0.288041
14.9978	0.284359
14.9588	0.281847
14.9109	0.280863
14.9053	0.275991
14.9129	0.271336
14.907	0.266801
14.9337	0.263696
14.909	0.260536
14.9132	0.256368
14.9413	0.253842
14.94	0.249879
15.0429	0.266384
15.0621	0.263041
15.0363	0.260375
15.0306	0.256608
15.024	0.252975
15.0223	0.249367
15.0133	0.246017
15.047	0.244906
15.0395	0.241667
15.0299	0.238593
15.0812	0.24087
15.133	0.243205
15.1443	0.240309
15.1477	0.237252
15.1713	0.235419
15.1611	0.232698
15.1563	0.229874
15.1824	0.228543
15.1543	0.227506
15.1521	0.224808
15.157	0.222215
15.129	0.221393
15.1648	0.221736
15.1006	0.228331
15.1227	0.226836
15.1115	0.224595
15.115	0.222156
15.0787	0.222686
15.118	0.223718
15.1211	0.221361
15.0891	0.221336
15.0806	0.219195
15.0699	0.217197
15.0932	0.216235
15.079	0.214522
15.0817	0.212394
