Mean	Error
976.203	0
937.196	27.5816
902.148	34.0151
874.754	34.8377
852.787	34.0997
833.623	33.3696
815.902	32.974
799.59	32.6384
784.729	32.218
770.843	31.8482
758.342	31.3106
746.356	30.9105
734.729	30.6416
723.629	30.3969
713.112	30.1352
702.99	29.9031
693.068	29.7449
683.143	29.7021
673.363	29.7051
664.006	29.6571
655.137	29.5412
646.653	29.3914
638.491	29.2249
630.57	29.0607
622.814	28.9148
615.238	28.7781
607.899	28.633
600.844	28.4662
594.035	28.2872
587.479	28.0936
581.177	27.8852
575.126	27.6627
569.295	27.4321
563.67	27.1958
558.24	26.9554
553.001	26.711
547.932	26.4656
543.023	26.2205
538.264	25.9764
533.647	25.7341
529.183	25.4906
524.868	25.2463
520.706	25
516.684	24.7532
512.787	24.5079
509.005	24.2652
505.32	24.027
501.733	23.7927
498.243	23.5617
494.847	23.334
491.542	23.1093
488.314	22.8892
485.157	22.674
482.066	22.4639
479.038	22.2586
476.079	22.057
473.187	21.8587
470.358	21.6641
467.584	21.4739
464.862	21.2878
462.194	21.1053
459.585	20.9256
457.038	20.7478
454.556	20.5716
452.136	20.3969
449.776	20.2239
447.473	20.0528
445.22	19.884
443.019	19.7173
440.868	19.5526
438.768	19.3897
436.716	19.2286
434.709	19.0697
432.742	18.9132
430.816	18.7588
428.933	18.6063
427.094	18.4553
425.299	18.3058
423.546	18.1578
421.83	18.0116
420.151	17.8674
418.508	17.7249
416.899	17.5842
415.321	17.4455
413.774	17.3088
412.257	17.1738
410.773	17.0405
409.321	16.9085
407.901	16.7781
406.508	16.6494
405.142	16.5224
403.802	16.397
402.487	16.2733
401.196	16.1513
399.927	16.0311
398.68	15.9125
397.457	15.7954
396.259	15.6796
395.085	15.5651
393.935	15.4519
392.807	15.34
391.701	15.2294
390.617	15.1201
389.554	15.0121
388.511	14.9053
387.488	14.7998
386.483	14.6955
385.498	14.5924
384.53	14.4906
383.58	14.3899
382.648	14.2905
381.731	14.1923
380.831	14.0952
379.947	13.9992
379.079	13.9044
378.225	13.8107
377.386	13.7182
376.561	13.6267
375.749	13.5363
374.952	13.447
374.167	13.3587
373.396	13.2715
372.637	13.1853
371.89	13.1001
371.155	13.0159
370.432	12.9326
369.72	12.8504
369.02	12.7691
368.33	12.6887
367.651	12.6093
366.982	12.5307
366.323	12.4531
365.675	12.3763
365.036	12.3005
364.406	12.2255
363.786	12.1513
363.174	12.078
362.572	12.0055
361.978	11.9338
361.393	11.8629
360.816	11.7928
360.247	11.7234
359.686	11.6549
359.133	11.587
358.587	11.52
358.049	11.4536
357.519	11.388
356.995	11.3231
356.479	11.2588
355.969	11.1953
