Mean	Error
976.813	0
935.027	29.5472
894.398	38.5807
860.566	41.1791
832.209	41.5762
809.9	40.1888
791.591	38.3922
775.402	36.8488
760.218	35.746
745.628	35.0227
729.926	35.1831
714.6	35.4323
700.642	35.3494
687.994	35.0139
676.432	34.5361
665.78	33.9804
655.832	33.4062
646.428	32.8471
637.463	32.3187
628.829	31.8351
620.434	31.4065
612.257	31.0251
604.424	30.6491
597.021	30.2531
589.963	29.8547
583.206	29.4612
576.722	29.075
570.487	28.6973
564.481	28.3291
558.684	27.9717
553.092	27.6227
547.706	27.2795
542.533	26.9388
537.535	26.6061
532.683	26.2847
527.949	25.9774
523.334	25.6819
518.818	25.4
514.397	25.1306
510.068	24.8723
505.85	24.6208
501.769	24.3704
497.814	24.1224
493.981	23.8769
490.257	23.6349
486.642	23.396
483.132	23.1598
479.732	22.9256
476.44	22.6928
473.249	22.4622
470.148	22.2348
467.129	22.0112
464.184	21.7921
461.313	21.5768
458.518	21.3648
455.802	21.1552
453.166	20.9476
450.603	20.7426
448.102	20.5413
445.656	20.3441
443.253	20.152
440.888	19.9652
438.561	19.7835
436.273	19.6063
434.028	19.4327
431.827	19.2625
429.673	19.095
427.569	18.9298
425.517	18.7663
423.517	18.6045
421.566	18.4445
419.663	18.2862
417.807	18.1297
415.997	17.9749
414.23	17.8218
412.503	17.6708
410.81	17.5222
409.148	17.3762
407.52	17.2323
405.925	17.0906
404.364	16.9507
402.836	16.8128
401.34	16.6766
399.878	16.542
398.448	16.4091
397.05	16.2778
395.682	16.148
394.345	16.0198
393.038	15.8931
391.758	15.7679
390.506	15.6442
389.28	15.5221
388.08	15.4016
386.903	15.2826
385.749	15.1653
384.618	15.0494
383.509	14.9351
382.423	14.8221
381.358	14.7106
380.315	14.6004
379.293	14.4916
378.291	14.3841
377.308	14.278
376.344	14.1732
375.399	14.0697
374.471	13.9676
373.561	13.8666
372.667	13.767
371.79	13.6686
370.929	13.5715
370.083	13.4755
369.253	13.3808
368.437	13.2872
367.635	13.1948
366.848	13.1035
366.074	13.0134
365.313	12.9244
364.565	12.8365
363.83	12.7497
363.107	12.6639
362.396	12.5792
361.696	12.4955
361.008	12.4129
360.331	12.3312
359.665	12.2505
359.009	12.1708
358.364	12.0921
357.729	12.0143
357.104	11.9374
356.488	11.8615
355.882	11.7864
355.285	11.7122
354.697	11.6389
354.117	11.5665
353.546	11.4949
352.984	11.4241
352.43	11.3541
351.884	11.285
351.345	11.2166
350.815	11.1491
350.292	11.0823
349.776	11.0162
349.268	10.9509
348.766	10.8863
348.272	10.8225
347.784	10.7593
347.303	10.6969
346.828	10.6351
346.36	10.5741
345.898	10.5137
